EU	ad	Andorra la Vella	20430	42.5	1.5166667
EU	ad	Canillo	3292	42.5666667	1.6
EU	ad	Encamp	11224	42.5333333	1.5833333
EU	ad	La Massana	7211	42.55	1.5166667
EU	ad	Les Escaldes	15854	42.5	1.5333333
AS	ae	Dubai	1137376	25.258172	55.304717
AS	ae	Sharjah	543942	25.35731	55.403304
AS	af	Acin	15098	34.082481	70.668152
AS	af	Asadabad	48400	34.873113	71.14697
AS	af	Aybak	47877	36.26468	68.015512
AS	af	Azrow	12526	34.173553	69.645728
AS	af	Baglan	108481	36.130684	68.708286
AS	af	Baraki Barak	22305	33.9675	68.948611
AS	af	Carikar	53693	35.016585	69.174011
AS	af	Deh Rawud	25683	32.624131	65.459659
AS	af	Eskasem	12120	36.706932	71.570658
AS	af	Farah	43574	32.374508	62.116383
AS	af	Gardez	103732	33.597439	69.225922
AS	af	Gazni	143049	33.550833	68.4225
AS	af	Geresk	43638	31.820894	64.570048
AS	af	Herat	272880	34.348167	62.199673
AS	af	Jurm	12121	36.864768	70.834207
AS	af	Kholm	64954	36.697362	67.698255
AS	af	Khowst	96246	33.339512	69.92041
AS	af	Kuhestan	12087	34.653889	61.197778
AS	af	Mehtar Lam	17350	34.671389	70.209444
AS	af	Nuristan	17072	34.95	70.4
AS	af	Orgun	10665	32.901111	69.152798
AS	af	Pagman	49173	34.5875	68.953333
AS	af	Qandahar	391230	31.613323	65.710126
AS	af	Qarchi Gak	8942	37.039988	66.788912
AS	af	Qunduz	161943	36.728955	68.857001
AS	af	Sangin	13579	32.072752	64.835903
AS	af	Sharan	7368	33.146667	68.791667
AS	af	Tagab	6400	34.855007	69.64917
AS	af	Taloqan	64275	36.734133	69.533559
AS	af	Taywarah	14398	33.521176	64.421156
AS	af	Zaranj	33894	30.966667	61.883333
NA	ag	All Saints	2526	17.05	-61.8
NA	ag	Parham	969	17.0833333	-61.7666667
NA	ag	Swetes	727	17.05	-61.8
EU	al	Bajram Curri	7967	42.3572222	20.0730556
EU	al	Ballsh	10361	40.5988889	19.7347222
EU	al	Bilisht	7114	40.6275	20.99
EU	al	Burrel	15539	41.6102778	20.0088889
EU	al	Koplik	4078	42.2136111	19.4363889
EU	al	Kurbnesh	1429	41.7797222	20.0836111
EU	al	Memaliaj	4951	40.3458333	19.9791667
EU	al	Milot	2157	41.6802778	19.7244444
EU	al	Patos	22679	40.6833333	19.6194444
EU	al	Peqin	7513	41.0461111	19.7511111
EU	al	Rubik	2332	41.7744444	19.7861111
EU	al	Shijak	14138	41.3455556	19.5672222
AS	am	Abovyan	1379	40.0488889	44.5475
AS	am	Agarak	1278	41.0105556	44.4675
AS	am	Aknashen	1362	40.0958333	44.2861111
AS	am	Amasia	1675	40.9466667	43.7813889
AS	am	Apaga	1634	40.0961111	44.2511111
AS	am	Aparan	5670	40.5961111	44.3536111
AS	am	Aragats	5092	40.2183333	44.2327778
AS	am	Aramus	3214	40.2511111	44.6630556
AS	am	Arapi	1738	40.7797222	43.8005556
AS	am	Arazap	1373	40.0427778	44.1458333
AS	am	Archis	1235	41.1641667	44.8725
AS	am	Arevashat	1403	40.1416667	44.3708333
AS	am	Arevashogh	2435	40.8613889	44.2727778
AS	am	Arevik	2455	40.1005556	44.0969444
AS	am	Arevshat	2089	40.0391667	44.5416667
AS	am	Armash	2434	39.7666667	44.8083333
AS	am	Armavir	2752	40.0897222	44.0483333
AS	am	Artashat	20562	39.9538889	44.5505556
AS	am	Artimet	1501	40.1513889	44.2663889
AS	am	Arzni	2244	40.2963889	44.5958333
AS	am	Ashtarak	18779	40.3016667	44.3591667
AS	am	Aygedzor	2535	39.4627778	46.4152778
AS	am	Aygek	1095	40.1886111	44.3833333
AS	am	Aygepat	1349	39.95	44.6
AS	am	Aygezard	3192	39.9458333	44.6088889
AS	am	Aygut	997	40.6841667	45.1730556
AS	am	Ayrum	2174	41.195	44.8925
AS	am	Ayrum	2174	41.1716667	44.8191667
AS	am	Azatamut	1850	40.9758333	45.1980556
AS	am	Azatavan	2886	39.9833333	44.5
AS	am	Azatavan	2886	40.1333333	44.0666667
AS	am	Baghramyan	1690	40.1908333	43.8494444
AS	am	Balahovit	2982	40.2536111	44.6038889
AS	am	Bambakashat	3089	40.1144444	44.0122222
AS	am	Brun	1028	39.5338889	46.3030556
AS	am	Byuravan	1228	40.0161111	44.5186111
AS	am	Byureghavan	6972	40.3147222	44.5936111
AS	am	Chambarak	6153	40.5952778	45.3475
AS	am	Dalarik	3080	40.2183333	43.8602778
AS	am	Darakert	2325	40.1058333	44.4138889
AS	am	Darpas	1785	40.8380556	44.4233333
AS	am	Ddmashen	2157	40.5719444	44.8122222
AS	am	Dilijan	13480	40.7408333	44.8630556
AS	am	Dimitrov	1212	40.0080556	44.4880556
AS	am	Doghs	1186	40.2227778	44.2716667
AS	am	Drakhtik	1016	40.5688889	45.2319444
AS	am	Dvin	2795	40.02	44.5852778
AS	am	Dzitankov	1162	40.5155556	43.8133333
AS	am	Fioletovo	1264	40.7247222	44.7138889
AS	am	Geghanist	2409	40.1497222	44.4344444
AS	am	Getahovit	2005	40.8958333	45.1313889
AS	am	Getashen	2114	40.0433333	43.9447222
AS	am	Getazat	1947	40.0380556	44.5638889
AS	am	Ghukasavan	2113	40.1261111	44.4177778
AS	am	Gosh	994	40.7225	45.0033333
AS	am	Griboyedov	1879	40.1130556	44.2716667
AS	am	Haykashen	1140	40.0727778	44.3069444
AS	am	Hoktember	5348	40.1361111	44.0138889
AS	am	Janfida	2986	40.0455556	44.0208333
AS	am	Jrahovit	1032	40.0452778	44.4736111
AS	am	Jrashen	3078	40.7875	44.1972222
AS	am	Jrashen	1696	40.0547222	44.5133333
AS	am	Kamo	1340	40.8280556	43.9483333
AS	am	Kanakeravan	2950	40.2472222	44.5366667
AS	am	Kapan	33161	39.2011111	46.415
AS	am	Kaputan	1252	40.3244444	44.6938889
AS	am	Karbi	3521	40.3338889	44.3777778
AS	am	Karchaghbyur	2274	40.1638889	45.5722222
AS	am	Kasakh	4247	40.5333333	44.4166667
AS	am	Khashtarak	1728	40.9386111	45.1797222
AS	am	Khndzoresk	1940	39.5122222	46.4336111
AS	am	Kosh	2581	40.3072222	44.16
AS	am	Lanjaghbyur	2097	40.2730556	45.1444444
AS	am	Lenughi	1499	40.1238889	43.9652778
AS	am	Lernanist	2511	40.4675	44.7980556
AS	am	Lorut	1101	40.9388889	44.7725
AS	am	Lukashin	2197	40.1758333	44.0186111
AS	am	Margahovit	3308	40.7380556	44.6875
AS	am	Marmarashen	2946	40.0575	44.4711111
AS	am	Marmashen	1644	40.8375	43.7719444
AS	am	Martuni	11037	40.1447222	45.3063889
AS	am	Mayakovski	1727	40.2522222	44.6383333
AS	am	Merdzavan	2702	40.1816667	44.3991667
AS	am	Metsamor	8789	40.0713889	44.2891667
AS	am	Mets Masrik	2570	40.2186111	45.7694444
AS	am	Mets Parni	1934	40.8372222	44.1091667
AS	am	Mosesgegh	1964	40.9063889	45.4913889
AS	am	Mrgashat	4961	40.1297222	44.0705556
AS	am	Mrgashen	1623	40.285	44.5422222
AS	am	Mrgavan	1713	39.9661111	44.5333333
AS	am	Mrgavet	2131	40.0283333	44.4827778
AS	am	Musaler	2323	40.1544444	44.3777778
AS	am	Myasnikyan	3458	40.1775	43.9063889
AS	am	Nalbandyan	4019	40.0677778	43.9855556
AS	am	Navur	1227	40.8613889	45.3175
AS	am	Nizami	1060	40.0913889	44.4041667
AS	am	Norakert	2485	40.1922222	44.3466667
AS	am	Noramarg	1811	40.0236111	44.4244444
AS	am	Nor Yerznka	1459	40.3133333	44.4047222
AS	am	Noyakert	1751	39.8166667	44.6669444
AS	am	Noyemberyan	5119	41.1725	44.9936111
AS	am	Nshavan	1916	40.0263889	44.5252778
AS	am	Odzun	4524	41.0538889	44.6113889
AS	am	Paravakar	1637	40.9805556	45.3991667
AS	am	Ptghni	1231	40.2566667	44.585
AS	am	Rind	1368	39.7597222	45.18
AS	am	Saramech	1111	40.7725	44.2191667
AS	am	Saratak	1115	40.67	43.8663889
AS	am	Sarigyukh	1096	41.0563889	45.1458333
AS	am	Sevan	17083	40.555	44.9536111
AS	am	Shahumyan	1843	40.7883333	44.5316667
AS	am	Shatin	1671	39.8333333	45.3016667
AS	am	Shenavan	1587	40.4861111	44.3825
AS	am	Shenavan	1757	40.05	43.9333333
AS	am	Shirakamut	2008	40.8605556	44.1527778
AS	am	Sis	1135	40.0586111	44.3863889
AS	am	Sovetakan	1613	40.1133333	44.0552778
AS	am	Spitak	15063	40.7955556	44.2783333
AS	am	Surenavan	2241	39.75	44.8
AS	am	Tsaghkadzor	1408	40.5386111	44.7113889
AS	am	Tsaghkahovit	1551	40.6361111	44.2230556
AS	am	Tsiatsan	1050	40.1869444	44.2666667
AS	am	Tsovagyugh	3857	40.6330556	44.9522222
AS	am	Tsovak	2531	40.1819444	45.635
AS	am	Tumanyan	1693	40.9633333	44.6516667
AS	am	Vagharshapat	49514	40.1727778	44.2925
AS	am	Vaghashen	3235	40.1377778	45.3291667
AS	am	Vahagni	1184	40.9080556	44.6069444
AS	am	Vanadzor	101099	40.8127778	44.4883333
AS	am	Vardablur	1297	40.95	44.4666667
AS	am	Varser	1614	40.5561111	44.9111111
AS	am	Verin Dvin	1853	40.0252778	44.5908333
AS	am	Verishen	2114	39.5358333	46.3119444
AS	am	Vernashen	1162	39.7938889	45.3633333
AS	am	Voskehat	2181	40.1413889	44.3291667
AS	am	Voskevaz	3789	40.2797222	44.295
AS	am	Yeghegnavan	1221	39.8277778	44.6372222
AS	am	Yeghegnut	1154	40.9041667	44.6325
AS	am	Yeghvard	10705	40.3216667	44.4813889
AS	am	Yeraskhahun	1346	40.0722222	44.2158333
AS	am	Yerazgavors	1285	40.7	43.75
AS	am	Zaritap	1323	39.6372222	45.5086111
AS	am	Zar	1340	40.2611111	44.7361111
AS	am	Zhdanov	1512	40.1616667	44.0883333
AS	am	Zoravan	1167	40.3569444	44.5230556
AS	am	Zovaber	1470	40.5736111	44.7863889
NA	an	Barber	2424	12.2833333	-69.0666667
NA	an	Golden Rock	823	17.4833333	-62.9833333
NA	an	Hato	13	12.1833333	-68.2833333
NA	an	Kralendijk	3081	12.15	-68.2666667
NA	an	Oranjestad	1097	17.4666667	-62.9833333
NA	an	Sint Michiel	5138	12.1333333	-68.9833333
NA	an	Soto	1987	12.2666667	-69.1
NA	an	Westpunt	783	12.3666667	-69.1666667
AF	ao	Benguela	151235	-12.578333	13.407222
AF	ao	Cabinda	66020	-5.55	12.2
AF	ao	Caconda	10551	-13.733333	15.066667
AF	ao	Caluquembe	30305	-13.783333	14.683333
AF	ao	Catabola	18858	-12.15	17.283333
AF	ao	Chissamba	7677	-12.166667	17.333333
AF	ao	Huambo	226177	-12.776111	15.739167
AF	ao	Lobito	207957	-12.319722	13.599722
AF	ao	Longonjo	24350	-12.906667	15.253333
AF	ao	Luanda	2776125	-8.836804	13.233174
AF	ao	Luau	18465	-10.707273	22.22466
AF	ao	Lucapa	20115	-8.419151	20.744655
AF	ao	Menongue	19141	-14.661639	17.688224
AF	ao	Ondjiva	10169	-17.066667	15.733333
AF	ao	Soyo	67553	-6.134903	12.368935
SA	ar	Azul	52333	-36.776976	-59.858539
SA	ar	Bahia Blanca	282950	-38.719595	-62.272432
SA	ar	Bell Ville	35106	-32.625906	-62.68873
SA	ar	Chivilcoy	52307	-34.895661	-60.016667
SA	ar	Concepcion del Uruguay	72904	-32.482493	-58.237217
SA	ar	Cordoba	1441007	-31.413496	-64.181052
SA	ar	Eldorado	62823	-26.404841	-54.624784
SA	ar	Formosa	248756	-26.177534	-58.178139
SA	ar	Gualeguaychu	88218	-33.009375	-58.51722
SA	ar	Jujuy	277150	-24.194565	-65.297116
SA	ar	Junin	76369	-34.583816	-60.943318
SA	ar	La Plata	684318	-34.921454	-57.954533
SA	ar	La Rioja	178497	-29.411048	-66.850668
SA	ar	Lujan	77625	-33.035471	-68.877823
SA	ar	Mar del Plata	645771	-38.002278	-57.557539
SA	ar	Mendoza	973047	-32.890845	-68.827171
SA	ar	Necochea	84969	-38.547259	-58.736753
SA	ar	Nueve de Julio	34717	-35.444374	-60.883131
SA	ar	Obera	58939	-27.487059	-55.11994
SA	ar	Olavarria	80005	-36.892715	-60.32254
SA	ar	Parana	299257	-31.731967	-60.523802
SA	ar	Pergamino	86708	-33.889949	-60.573568
SA	ar	Presidencia Roque Saenz Pena	89584	-26.785221	-60.438761
SA	ar	Punta Alta	53117	-38.875875	-62.073589
SA	ar	Rivadavia	65641	-33.190509	-68.46081
SA	ar	Rosario	1218497	-32.946818	-60.639317
SA	ar	Salta	548288	-24.785896	-65.411664
SA	ar	San Carlos de Bariloche	110044	-41.140293	-71.301369
SA	ar	San Francisco	71444	-31.427971	-62.082656
SA	ar	San Lorenzo	47627	-28.133061	-58.767331
SA	ar	San Martin	107554	-33.081031	-68.468138
SA	ar	San Nicolas	130705	-33.335784	-60.225233
SA	ar	San Pedro	67514	-33.679127	-59.666635
SA	ar	Santa Rosa	89478	-36.616667	-64.283333
SA	ar	Santiago del Estero	407636	-27.795112	-64.261489
SA	ar	Tandil	100127	-37.321674	-59.133164
SA	ar	Tartagal	63600	-22.516365	-63.801314
SA	ar	Tucuman	828402	-26.824144	-65.2226
SA	ar	Ushuaia	58045	-54.8	-68.3
SA	ar	Venado Tuerto	71794	-33.745564	-61.968845
SA	ar	Victoria	25139	-32.619888	-60.153907
SA	ar	Viedma	76553	-40.813452	-62.996676
SA	ar	Villa Maria	92337	-32.407514	-63.240161
EU	at	Absam	6594	47.3	11.5
EU	at	Altach	6040	47.35	9.65
EU	at	Althofen	4833	47.15	14.233333
EU	at	Amstetten	22832	48.116667	14.866667
EU	at	Bad Aussee	5210	47.6	13.783333
EU	at	Baden	24893	48.016667	16.233333
EU	at	Bad Goisern	7869	47.633333	13.616667
